url,ecli_id,date
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.22/FR,ECLI_BE_COHSAV_2024_DEC.20240527.22-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.22/NL,ECLI_BE_COHSAV_2024_DEC.20240527.22-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.21/FR,ECLI_BE_COHSAV_2024_DEC.20240527.21-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.21/NL,ECLI_BE_COHSAV_2024_DEC.20240527.21-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20241105.16/FR,ECLI_BE_COHSAV_2024_DEC.20241105.16-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20241105.16/NL,ECLI_BE_COHSAV_2024_DEC.20241105.16-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.9/FR,ECLI_BE_COHSAV_2024_DEC.20240507.9-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.9/NL,ECLI_BE_COHSAV_2024_DEC.20240507.9-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.8/FR,ECLI_BE_COHSAV_2024_DEC.20240507.8-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.8/NL,ECLI_BE_COHSAV_2024_DEC.20240507.8-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.7/FR,ECLI_BE_COHSAV_2024_DEC.20240507.7-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.7/NL,ECLI_BE_COHSAV_2024_DEC.20240507.7-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.6/FR,ECLI_BE_COHSAV_2024_DEC.20240507.6-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.6/NL,ECLI_BE_COHSAV_2024_DEC.20240507.6-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.17/FR,ECLI_BE_COHSAV_2024_DEC.20240422.17-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.17/NL,ECLI_BE_COHSAV_2024_DEC.20240422.17-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.16/FR,ECLI_BE_COHSAV_2024_DEC.20240422.16-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.16/NL,ECLI_BE_COHSAV_2024_DEC.20240422.16-NL,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250820.1/FR,ECLI_BE_GBAPD_2025_AVIS.20250820.1-FR,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250820.1/NL,ECLI_BE_GBAPD_2025_AVIS.20250820.1-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250620.1N.12/FR,ECLI_BE_CASS_2025_ARR.20250620.1N.12-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250620.1N.12/NL,ECLI_BE_CASS_2025_ARR.20250620.1N.12-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250604.2F.4/FR,ECLI_BE_CASS_2025_CONC.20250604.2F.4-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250604.2F.4/NL,ECLI_BE_CASS_2025_CONC.20250604.2F.4-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250604.2F.5/FR,ECLI_BE_CASS_2025_CONC.20250604.2F.5-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250604.2F.5/NL,ECLI_BE_CASS_2025_CONC.20250604.2F.5-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.15/FR,ECLI_BE_COHSAV_2024_DEC.20240422.15-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240422.15/NL,ECLI_BE_COHSAV_2024_DEC.20240422.15-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.21/FR,ECLI_BE_COHSAV_2024_DEC.20240717.21-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.21/NL,ECLI_BE_COHSAV_2024_DEC.20240717.21-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.5/FR,ECLI_BE_COHSAV_2024_DEC.20240507.5-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.5/NL,ECLI_BE_COHSAV_2024_DEC.20240507.5-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250528.2F.18/FR,ECLI_BE_CASS_2025_CONC.20250528.2F.18-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:CONC.20250528.2F.18/NL,ECLI_BE_CASS_2025_CONC.20250528.2F.18-NL,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:DEC.20250819.2/FR,ECLI_BE_GBAPD_2025_DEC.20250819.2-FR,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:DEC.20250819.2/NL,ECLI_BE_GBAPD_2025_DEC.20250819.2-NL,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:DEC.20250819.1/FR,ECLI_BE_GBAPD_2025_DEC.20250819.1-FR,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:DEC.20250819.1/NL,ECLI_BE_GBAPD_2025_DEC.20250819.1-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250604.2F.15/FR,ECLI_BE_CASS_2025_ARR.20250604.2F.15-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250604.2F.15/NL,ECLI_BE_CASS_2025_ARR.20250604.2F.15-NL,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250818.1/FR,ECLI_BE_GBAPD_2025_AVIS.20250818.1-FR,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250818.1/NL,ECLI_BE_GBAPD_2025_AVIS.20250818.1-NL,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250812.VAK.6/FR,ECLI_BE_CASS_2025_ARR.20250812.VAK.6-FR,24/08/2025
https://juportal.be/content/ECLI:BE:CASS:2025:ARR.20250812.VAK.6/NL,ECLI_BE_CASS_2025_ARR.20250812.VAK.6-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20241205.7/FR,ECLI_BE_COHSAV_2024_DEC.20241205.7-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20241205.7/NL,ECLI_BE_COHSAV_2024_DEC.20241205.7-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.4/FR,ECLI_BE_COHSAV_2024_DEC.20240507.4-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.4/NL,ECLI_BE_COHSAV_2024_DEC.20240507.4-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.3/FR,ECLI_BE_COHSAV_2024_DEC.20240507.3-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.3/NL,ECLI_BE_COHSAV_2024_DEC.20240507.3-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.20/FR,ECLI_BE_COHSAV_2024_DEC.20240527.20-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.20/NL,ECLI_BE_COHSAV_2024_DEC.20240527.20-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.19/FR,ECLI_BE_COHSAV_2024_DEC.20240527.19-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.19/NL,ECLI_BE_COHSAV_2024_DEC.20240527.19-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.18/FR,ECLI_BE_COHSAV_2024_DEC.20240527.18-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.18/NL,ECLI_BE_COHSAV_2024_DEC.20240527.18-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.17/FR,ECLI_BE_COHSAV_2024_DEC.20240527.17-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240527.17/NL,ECLI_BE_COHSAV_2024_DEC.20240527.17-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.20/FR,ECLI_BE_COHSAV_2024_DEC.20240717.20-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.20/NL,ECLI_BE_COHSAV_2024_DEC.20240717.20-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.19/FR,ECLI_BE_COHSAV_2024_DEC.20240717.19-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240717.19/NL,ECLI_BE_COHSAV_2024_DEC.20240717.19-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.2/FR,ECLI_BE_COHSAV_2024_DEC.20240507.2-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240507.2/NL,ECLI_BE_COHSAV_2024_DEC.20240507.2-NL,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240710.18/FR,ECLI_BE_COHSAV_2024_DEC.20240710.18-FR,24/08/2025
https://juportal.be/content/ECLI:BE:COHSAV:2024:DEC.20240710.18/NL,ECLI_BE_COHSAV_2024_DEC.20240710.18-NL,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250814.1/FR,ECLI_BE_GBAPD_2025_AVIS.20250814.1-FR,24/08/2025
https://juportal.be/content/ECLI:BE:GBAPD:2025:AVIS.20250814.1/NL,ECLI_BE_GBAPD_2025_AVIS.20250814.1-NL,24/08/2025
